pcd7,pcd8,pcds,dointr,doterm,usrtypind,east1m,north1m,gridind,oa21cd,cty25cd,ced25cd,lad25cd,wd25cd,nhser24cd,ctry25cd,rgn25cd,pcon24cd,ttwa15cd,itl25cd,npark16cd,lsoa21cd,msoa21cd,wz11cd,sicbl26cd,bua24cd,ruc21ind,oac11ind,lat,long,lep21cd1,lep21cd2,pfa23cd,imd20ind,icb26cd,ttwa_name
SW8 3BS,SW8  3BS,SW8 3BS,199208,,0,528646,175934,1,E00015302,E13000001,E99999999,E09000022,E05014102,E40000003,E92000001,E12000007,E14001175,E30000234,E09000022,E65000001,E01003037,E02000630,E33035117,E38000244,E63012131,UN1,3A1,51.467761,-0.149306,E37000051,,E23000001,4779,E54000030,London
YO179NQ,YO17 9NQ,YO17 9NQ,198001,200207,0,483128,467440,1,E00170107,E99999999,E99999999,E06000065,E05014318,E40000012,E92000001,E12000003,E14001544,E30000238,E06000065,E65000001,E01027779,E02005791,E33013688,E38000241,E63999999,RSF1,1B3,54.096172,-0.730409,E37000058,,E23000009,10658,E54000051,Malton
NR219PP,NR21 9PP,NR21 9PP,198001,,0,586325,335451,1,E00135679,E10000020,E58000973,E07000146,E05012322,E40000013,E92000001,E12000006,E14001405,E30000225,E07000146,E65000001,E01026695,E02005552,E33027920,E38000239,E63999999,RSF1,1B1,52.884259,0.767777,E37000052,,E23000024,10236,E54000068,King's Lynn
SO3 4RJ,SO3  4RJ,SO3 4RJ,199002,199412,0,449479,114145,1,E00115400,E10000014,E58000540,E07000086,E05011196,E40000005,E92000001,E12000008,E14001263,E30000267,E07000086,E65000001,E01022703,E02004722,E33042102,E38000266,E63013528,UN1,5A1,50.924638,-1.297383,E37000055,,E23000030,24177,E54000067,Southampton
SE1 8JL,SE1  8JL,SE1 8JL,198001,,0,531544,179558,1,E00019802,E13000001,E99999999,E09000028,E05011114,E40000003,E92000001,E12000007,E14001085,E30000234,E09000028,E65000001,E01032584,E02006802,E33036897,E38000244,E63012110,UN1,3B3,51.499663,-0.10626,E37000051,,E23000001,8963,E54000030,London
EX123AB,EX12 3AB,EX12 3AB,198001,,0,320882,90283,1,E00100653,E10000008,E58000295,E07000040,E05011783,E40000006,E92000001,E12000009,E14001291,E30000263,E07000040,E65000001,E01019890,E02004137,E33048813,E38000230,E63013888,RLF1,8A2,50.706768,-3.121833,E37000016,,E23000035,25883,E54000037,Sidmouth
LN6 7AQ,LN6  7AQ,LN6 7AQ,198001,,0,496628,370536,1,E00132707,E10000019,E58000895,E07000138,E05010786,E40000011,E92000001,E12000004,E14001336,E30000231,E07000138,E65000001,E01034691,E02005449,E33016785,E38000238,E63008729,UN1,8D3,53.223116,-0.554149,E37000060,,E23000020,16339,E54000013,Lincoln
GL569TN,GL56 9TN,GL56 9TN,198001,,0,413192,232680,1,E00112851,E10000013,E58001997,E07000079,E05010712,E40000006,E92000001,E12000009,E14001386,E30000205,E07000079,E65000001,E01022205,E02004616,E33049746,E38000062,E63999999,RSF1,1B2,51.992426,-1.809277,E37000011,,E23000037,20167,E54000043,Evesham
EC3N2AH,EC3N 2AH,EC3N 2AH,199612,200111,1,533645,180910,1,E00000029,E13000001,E99999999,E09000001,E05009308,E40000003,E92000001,E12000007,E14001172,E30000234,E09000001,E65000001,E01000005,E02000001,E33028953,E38000255,E63012025,UN1,3B3,51.51132,-0.075498,E37000051,,E23000034,8678,E54000029,London
CF5 4PG,CF5  4PG,CF5 4PG,198001,,0,312504,175640,1,W00009028,W99999999,W99999999,W06000015,W05001276,W99999999,W92000004,W99999999,W07000092,W22000024,W06000015,W31000001,W01001744,W02000409,W35002635,W11000029,W45001208,UN1,7A3,51.472933,-3.261159,W99999999,W99999999,W15000003,92,W99999999,Cardiff
LU4 9FX,LU4  9FX,LU4 9FX,200012,200201,1,506521,223881,1,E00079782,E99999999,E99999999,E06000032,E05014749,E40000013,E92000001,E12000006,E14001345,E30000237,E06000032,E65000001,E01015785,E02003263,E33025270,E38000249,E63011256,UN1,4A3,51.903306,-0.453075,E37000057,,E23000026,10798,E54000065,Luton
UB5 5QP,UB5  5QP,UB5 5QP,198001,202408,1,513622,184072,1,E00006558,E13000002,E99999999,E09000009,E05013531,E40000003,E92000001,E12000007,E14001208,E30000266,E09000009,E65000001,E01001322,E02000241,E33033301,E38000256,E63012033,UN1,4C2,51.544117,-0.362883,E37000051,,E23000001,11458,E54000071,Slough and Heathrow
L41 6HH,L41  6HH,L41 6HH,198001,199906,0,331700,388600,8,E00036097,E11000002,E99999999,E08000015,E05000956,E40000014,E92000001,E12000002,E14001091,E30000168,E08000015,E65000001,E01007128,E02001482,E33006801,E38000208,E63008503,UN1,7A1,53.389818,-3.02845,E37000022,,E23000004,80,E54000008,Birkenhead
DN157HR,DN15 7HR,DN15 7HR,198001,,0,488182,411145,1,E00067274,E99999999,E99999999,E06000013,E05015092,E40000012,E92000001,E12000003,E14001462,E30000260,E06000013,E65000001,E01013333,E02002757,E33013199,E38000122,E63008235,UN1,6B1,53.589501,-0.669281,E37000060,,E23000012,21620,E54000051,Scunthorpe
PE380JQ,PE38 0JQ,PE38 0JQ,198001,,0,562193,298631,1,E00135597,E10000020,E58000981,E07000146,E05012326,E40000013,E92000001,E12000006,E14001497,E30000225,E07000146,E65000001,E01026679,E02005568,E33027998,E38000239,E63009832,RSF1,1B2,52.561358,0.391329,E37000052,,E23000024,14483,E54000068,King's Lynn
SL4 4RD,SL4  4RD,SL4 4RD,199612,199806,1,493815,175537,6,E00083781,E99999999,E99999999,E06000040,E05012500,E40000005,E92000001,E12000008,E14001588,E30000266,E06000040,E65000001,E01016597,E02003435,E33040354,E38000268,E63012122,UN1,6A1,51.471033,-0.650689,E37000035,,E23000029,30771,E54000070,Slough and Heathrow
L70 1DT,L70  1DT,L70 1DT,199301,199706,1,335243,390397,8,E00176691,E11000002,E99999999,E08000012,E05015283,E40000014,E92000001,E12000002,E14001338,E30000233,E08000012,E65000001,E01034405,E02006932,E33004621,E38000101,E63008477,UN1,2A2,53.406416,-2.975554,E37000022,,E23000004,11173,E54000008,Liverpool
HU7 3BW,HU7  3BW,HU7 3BW,200806,200808,0,508774,433869,5,E00189259,E99999999,E99999999,E06000010,E05011534,E40000012,E92000001,E12000003,E14001314,E30000220,E06000010,E65000001,E01012829,E02002657,E33012743,E38000085,E63007930,UN1,8A1,53.789799,-0.350359,E37000061,,E23000012,14660,E54000051,Hull
SP4 8PF,SP4  8PF,SP4 8PF,198001,,0,412997,144134,1,E00166419,E99999999,E99999999,E06000054,E05013403,E40000006,E92000001,E12000009,E14001217,E30000258,E06000054,E65000001,E01034542,E02006661,E33050642,E38000231,E63012853,UF1,2D2,51.196274,-1.815368,E37000033,,E23000038,29011,E54000040,Salisbury
NE237DQ,NE23 7DQ,NE23 7DQ,201406,,0,425634,574924,1,E00190041,E99999999,E99999999,E06000057,E05016105,E40000012,E92000001,E12000001,E14001183,E30000173,E06000057,E65000001,E01027412,E02005715,E33000607,E38000130,E63007143,UN1,7C2,55.068135,-1.600152,E37000025,,E23000007,2162,E54000050,Blyth and Ashington
TF1 5AT,TF1  5AT,TF1 5AT,200006,,0,367691,311236,1,E00187264,E99999999,E99999999,E06000020,E05015221,E40000011,E92000001,E12000005,E14001541,E30000278,E06000020,E65000001,E01014155,E02002941,E33021550,E38000257,E63009565,UN1,5A2,52.697845,-2.479522,E37000036,,E23000016,9793,E54000011,Telford
TR2 4AA,TR2  4AA,TR2 4AA,198001,,0,187034,46427,1,E00172791,E99999999,E99999999,E06000052,E05013341,E40000006,E92000001,E12000009,E14001554,E30000257,E06000052,E65000001,E01018846,E02003912,E33048452,E38000089,E63999999,RSF1,1B2,50.279287,-4.99051,E37000005,,E23000035,10978,E54000036,Redruth and Truro
G13 2EP,G13  2EP,G13 2EP,198001,,0,253637,669824,1,S00156982,S99999999,S99999999,S12000049,S13002980,S99999999,S92000003,S99999999,S14000089,S22000065,S30000052,S99999999,S01017642,S02003273,S34005287,S03000043,,1,8B2,55.89921,-4.342415,S99999999,S99999999,S23000009,1972,S99999999,Glasgow
N6  4QP,N6   4QP,N6 4QP,198001,,0,528190,188172,1,E00010079,E13000001,E99999999,E09000014,E05013592,E40000003,E92000001,E12000007,E14001265,E30000234,E09000014,E65000001,E01002010,E02000426,E33034118,E38000240,E63011909,UN1,2D2,51.577846,-0.151419,E37000051,,E23000001,14235,E54000071,London
TN133QY,TN13 3QY,TN13 3QY,198001,,0,553862,156599,1,E00124158,E10000016,E58000732,E07000111,E05005026,E40000005,E92000001,E12000008,E14001465,E30000281,E07000111,E65000001,E01024460,E02005096,E33043189,E38000237,E63012606,UN1,8A1,51.287746,0.205087,E37000056,,E23000032,18014,E54000032,Tunbridge Wells
RH6 8FZ,RH6  8FZ,RH6 8FZ,200106,200602,1,528409,143011,1,E00155938,E10000030,E58001503,E07000211,E05012876,E40000005,E92000001,E12000008,E14001201,E30000196,E07000211,E65000001,E01035362,E02006392,E33044417,E38000267,E63012884,UN1,5B2,51.171928,-0.164563,E37000044,,E23000031,25559,E54000069,Crawley
LD3 0YB,LD3  0YB,LD3 0YB,198001,,0,312815,238374,1,W00002292,W99999999,W99999999,W06000023,W05001122,W99999999,W92000004,W99999999,W07000085,W22000023,W06000023,W31000001,W01000430,W02000111,W35001372,W11000024,W45999999,RSF1,1B3,52.036896,-3.272436,W99999999,W99999999,W15000004,1319,W99999999,Brecon
SG8 1BG,SG8  1BG,SG8 1BG,200908,200910,1,,,9,,,,,,,,,,,,,,,,,,,,99.999999,0,,,,0,,#N/A
NP9 5YQ,NP9  5YQ,NP9 5YQ,199612,199806,1,330536,189071,6,W00008729,W99999999,W99999999,W06000022,W05001643,W99999999,W92000004,W99999999,W07000104,K01000013,W06000022,W31000001,W01001684,W02000352,W35002409,W11000028,W45001174,UN1,8B1,51.596185,-3.004235,W99999999,W99999999,W15000002,840,W99999999,Newport
E4  9JG,E4   9JG,E4 9JG,198106,,0,538266,191959,1,E00185705,E13000002,E99999999,E09000031,E05013889,E40000003,E92000001,E12000007,E14001167,E30000234,E09000031,E65000001,E01004379,E02000901,E33036351,E38000255,E63011885,UN1,4A3,51.609495,-0.004609,E37000051,,E23000001,22382,E54000029,London
UB1 3ZH,UB1  3ZH,UB1 3ZH,200406,200408,1,512632,179976,5,E00006784,E13000002,E99999999,E09000009,E05013537,E40000003,E92000001,E12000007,E14001209,E30000266,E09000009,E65000001,E01001362,E02000263,E33029658,E38000256,E63012033,UN1,4B1,51.5075,-0.378462,E37000051,,E23000001,8413,E54000071,Slough and Heathrow
SE137LD,SE13 7LD,SE13 7LD,198001,,0,538180,176136,1,E00016633,E13000001,E99999999,E09000023,E05013727,E40000003,E92000001,E12000007,E14001332,E30000234,E09000023,E65000001,E01034392,E02007008,E33035267,E38000244,E63012161,UN1,3B1,51.46733,-0.012056,E37000051,,E23000001,8690,E54000030,London
NG220HT,NG22 0HT,NG22 0HT,198001,,0,474133,371050,1,E00142868,E10000024,E58001213,E07000171,E05006394,E40000011,E92000001,E12000004,E14001375,E30000291,E07000171,E65000001,E01028038,E02005849,E33017631,E38000008,E63008722,RLN1,8D1,53.231345,-0.890882,E37000045,,E23000019,10903,E54000060,Worksop and Retford
HU176DB,HU17 6DB,HU17 6DB,200806,200908,1,505290,439461,1,E00065803,E99999999,E99999999,E06000011,E05001702,E40000012,E92000001,E12000003,E14001087,E30000220,E06000011,E65000001,E01013037,E02002702,E33009919,E38000052,E63007814,UN1,5A1,53.840755,-0.401311,E37000061,,E23000012,24798,E54000051,Hull
DA3 7PW,DA3  7PW,DA3 7PW,198001,,0,561341,168679,1,E00122648,E10000016,E58000696,E07000107,E05012401,E40000005,E92000001,E12000008,E14001191,E30000234,E07000107,E65000001,E01024160,E02005040,E33042907,E38000237,E63012295,UN1,6A2,51.394211,0.317719,E37000056,,E23000032,26840,E54000032,London
NW1 1UF,NW1  1UF,NW1 1UF,200112,200308,1,529704,183375,5,E00190469,E13000001,E99999999,E09000007,E05013669,E40000003,E92000001,E12000007,E14001290,E30000234,E09000007,E65000001,E01035709,E02000187,E33029532,E38000240,E63011985,UN1,3B2,51.534391,-0.13135,E37000051,,E23000001,5146,E54000071,London
NG8 9GB,NG8  9GB,NG8 9GB,200807,200908,1,452350,340566,4,E00069921,E99999999,E99999999,E06000018,E05012274,E40000011,E92000001,E12000004,E14001412,E30000249,E06000018,E65000001,E01013860,E02002892,E33014076,E38000243,E63009088,UN1,8A2,52.959937,-1.222124,E37000045,,E23000019,1992,E54000060,Nottingham
EC3R7NP,EC3R 7NP,EC3R 7NP,198704,198812,1,533300,180800,8,E00190458,E13000001,E99999999,E09000001,E05009291,E40000003,E92000001,E12000007,E14001172,E30000234,E09000001,E65000001,E01032739,E02000001,E33028997,E38000255,E63012025,UN1,2D3,51.510413,-0.080508,E37000051,,E23000034,20391,E54000029,London
WD194EU,WD19 4EU,WD19 4EU,200010,,0,511867,194507,1,E00121276,E10000015,E58000615,E07000103,E05011052,E40000013,E92000001,E12000006,E14001568,E30000237,E07000103,E65000001,E01023882,E02004979,E33027620,E38000079,E63011741,UN1,5B1,51.638257,-0.384857,E37000048,,E23000027,29193,E54000065,Luton
CB102DN,CB10 2DN,CB10 2DN,198001,,0,553917,239544,1,E00112189,E10000012,E58000454,E07000077,E05009924,E40000013,E92000001,E12000006,E14001402,E30000186,E07000077,E65000001,E01022078,E02004592,E33026976,E38000197,E63010974,UF1,8C1,52.032958,0.242372,E37000056,,E23000028,15984,E54000066,Cambridge
SA328BD,SA32 8BD,SA32 8BD,200501,,0,252066,215837,1,W00003632,W99999999,W99999999,W06000010,W05001201,W99999999,W92000004,W99999999,W07000087,W22000028,W06000010,W31000001,W01000675,W02000153,W35001593,W11000025,W45999999,RSN1,1B1,51.821527,-4.147839,W99999999,W99999999,W15000004,1278,W99999999,Llanelli
LS7 2AX,LS7  2AX,LS7 2AX,199912,200101,1,429490,436760,6,E00057241,E11000006,E99999999,E08000035,E05011390,E40000012,E92000001,E12000003,E14001321,E30000229,E08000035,E65000001,E01011354,E02002367,E33012279,E38000225,E63007883,UN1,3A1,53.826293,-1.553474,E37000062,,E23000010,1401,E54000054,Leeds
DN379EZ,DN37 9EZ,DN37 9EZ,198001,,0,524023,409496,1,E00066338,E99999999,E99999999,E06000012,E05001715,E40000012,E92000001,E12000003,E14001255,E30000211,E06000012,E65000001,E01013147,E02002734,E33013107,E38000119,E63008243,UN1,8C2,53.567446,-0.128745,E37000060,,E23000012,4514,E54000051,Grimsby
PR1 7XJ,PR1  7XJ,PR1 7XJ,198001,,0,353192,431016,1,E00128280,E10000017,E58000804,E07000123,E05012203,E40000014,E92000001,E12000002,E14001433,E30000255,E07000123,E65000001,E01025274,E02005263,E33008524,E38000227,E63007926,UN1,4A2,53.773382,-2.711696,E37000019,,E23000003,5116,E54000048,Preston
LL777BZ,LL77 7BZ,LL77 7BZ,198001,199707,0,243300,376200,8,W00000022,W99999999,W99999999,W06000001,W05001496,W99999999,W92000004,W99999999,W07000112,W22000022,W06000001,W31000001,W01000006,W02000006,W35000882,W11000023,W45999999,RSF1,1B1,53.259612,-4.350656,W99999999,W99999999,W15000001,1116,W99999999,Bangor and Holyhead
WF9 2JA,WF9  2JA,WF9 2JA,198001,,0,447415,410886,1,E00059807,E11000006,E99999999,E08000036,E05001457,E40000012,E92000001,E12000003,E14001383,E30000283,E08000036,E65000001,E01011861,E02002481,E33012726,E38000190,E63008195,UN1,7A1,53.592433,-1.285125,E37000062,,E23000010,17380,E54000054,Wakefield and Castleford
TA8 2AB,TA8  2AB,TA8 2AB,198001,200401,1,330577,149384,1,E00148280,E99999999,E99999999,E06000066,E05014348,E40000006,E92000001,E12000009,E14001126,E30000176,E06000066,E65000001,E01029116,E02006064,E33050195,E38000150,E63012740,UN1,7D3,51.239389,-2.99586,E37000016,,E23000036,10670,E54000038,Bridgwater
CO7 7HQ,CO7  7HQ,CO7 7HQ,198001,,0,608722,222022,1,E00112041,E10000012,E58000463,E07000076,E05011958,E40000013,E92000001,E12000006,E14001174,E30000193,E07000076,E65000001,E01022053,E02004581,E33026927,E38000117,E63999999,RSN1,1A2,51.857746,1.029626,E37000056,,E23000028,17945,E54000066,Colchester
TW165WG,TW16 5WG,TW16 5WG,200610,201111,1,509877,170157,1,E00156806,E10000030,E58001524,E07000213,E05007373,E40000005,E92000001,E12000008,E14001505,E30000266,E07000213,E65000001,E01030751,E02006410,E33044508,E38000267,E63012253,UN1,4A2,51.419788,-0.421191,E37000046,,E23000031,14069,E54000069,Slough and Heathrow
PE8 4AP,PE8  4AP,PE8 4AP,198001,,1,504276,288262,1,E00137578,E99999999,E99999999,E06000061,E05016223,E40000011,E92000001,E12000004,E14001179,E30000108,E06000061,E65000001,E01027049,E02005630,E33017163,E38000262,E63009999,RLN1,5B2,52.482344,-0.465915,E37000057,,E23000022,30322,E54000059,Peterborough
PL5 4EN,PL5  4EN,PL5 4EN,198001,,0,247086,60125,1,E00075929,E99999999,E99999999,E06000026,E05002078,E40000006,E92000001,E12000009,E14001426,E30000253,E06000026,E65000001,E01015028,E02003124,E33047857,E38000230,E63014082,UN1,7C1,50.421014,-4.153944,E37000016,,E23000035,2063,E54000037,Plymouth
WS7 8GX,WS7  8GX,WS7 8GX,199507,200303,1,413408,309713,1,E00150228,E10000028,E58001828,E07000194,E05010653,E40000011,E92000001,E12000005,E14001335,E30000288,E07000194,E65000001,E01029484,E02006150,E33019118,E38000153,E63009625,UN1,5A3,52.684963,-1.803086,E37000012,E37000032,E23000015,23616,E54000010,Wolverhampton and Walsall
EH4 5PS,EH4  5PS,EH4 5PS,198001,,0,321127,675597,1,S00141901,S99999999,S99999999,S12000036,S13002919,S99999999,S92000003,S99999999,S14000082,S22000059,S30000008,S99999999,S01014995,S02002779,S34003640,S03000042,,1,6B3,55.966868,-3.26514,S99999999,S99999999,S23000009,6276,S99999999,Edinburgh
SY245EH,SY24 5EH,SY24 5EH,198001,,0,264729,290100,1,W00002792,W99999999,W99999999,W06000008,W05001305,W99999999,W92000004,W99999999,W07000093,W22000021,W06000008,W31000001,W01000523,W02000116,W35001391,W11000025,W45000850,RSF1,1B2,52.492004,-3.993828,W99999999,W99999999,W15000004,1214,W99999999,Aberystwyth
CH2 1LB,CH2  1LB,CH2 1LB,198001,,0,341211,369569,1,E00092716,E99999999,E99999999,E06000050,E05012242,E40000014,E92000001,E12000002,E14001163,K01000011,E06000050,E65000001,E01018376,E02003797,E33007281,E38000233,K08000011,UN1,6A3,53.21992,-2.881928,E37000003,,E23000006,27465,E54000008,Chester
WV125FE,WV12 5FE,WV12 5FE,199101,,0,396751,302431,1,E00052518,E11000005,E99999999,E08000030,E05001319,E40000011,E92000001,E12000005,E14001594,E30000288,E08000030,E65000001,E01010398,E02002120,E33021110,E38000259,E63009801,UN1,6B2,52.619652,-2.049419,E37000001,,E23000014,26186,E54000062,Wolverhampton and Walsall
L60 7RF,L60  7RF,L60 7RF,198001,199906,0,327000,382500,8,E00036418,E11000002,E99999999,E08000015,E05000962,E40000014,E92000001,E12000002,E14001589,E30000168,E08000015,E65000001,E01007184,E02001503,E33006885,E38000208,E63008568,UN1,5B3,53.334367,-3.097696,E37000022,,E23000004,26672,E54000008,Birkenhead
SL4 5FE,SL4  5FE,SL4 5FE,199912,200010,1,495300,177000,8,E00083583,E99999999,E99999999,E06000040,E05012501,E40000005,E92000001,E12000008,E14001588,E30000266,E06000040,E65000001,E01016552,E02003432,E33040342,E38000268,E63012122,UN1,5A2,51.483936,-0.628921,E37000035,,E23000029,30774,E54000070,Slough and Heathrow
DH1 5ST,DH1  5ST,DH1 5ST,202111,,0,427144,545427,1,E00183257,E99999999,E99999999,E06000047,E05016178,E40000012,E92000001,E12000001,E14001173,E30000245,E06000047,E65000001,E01020709,E02004308,E33000518,E38000234,E63007282,UN1,5A2,54.802997,-1.57928,E37000025,,E23000008,21346,E54000050,Newcastle
L12 3YA,L12  3YA,L12 3YA,202004,202105,1,339971,392922,1,E00033544,E11000002,E99999999,E08000012,E05015337,E40000014,E92000001,E12000002,E14001341,E30000233,E08000012,E65000001,E01006619,E02001367,E33006291,E38000101,E63008477,UN1,5A1,53.429668,-2.904926,E37000022,,E23000004,9726,E54000008,Liverpool
DA146RS,DA14 6RS,DA14 6RS,198001,,0,545170,171932,1,E00002106,E13000002,E99999999,E09000004,E05011227,E40000003,E92000001,E12000007,E14001414,E30000234,E09000004,E65000001,E01000426,E02000090,E33032575,E38000244,E63012138,UN1,5A2,51.427806,0.086783,E37000051,,E23000001,24090,E54000030,London
LN118NE,LN11 8NE,LN11 8NE,198402,,0,536873,384298,1,E00132306,E10000019,E58000924,E07000137,E05009887,E40000011,E92000001,E12000004,E14001343,E30000264,E07000137,E65000001,E01026070,E02005432,E33016683,E38000238,E63008545,RSF1,1A3,53.337911,0.054208,E37000060,,E23000020,12469,E54000013,Skegness and Louth
NN141NE,NN14 1NE,NN14 1NE,198001,,0,483670,275526,1,E00137950,E99999999,E99999999,E06000061,E05016227,E40000011,E92000001,E12000004,E14001311,E30000224,E06000061,E65000001,E01027119,E02007070,E33017270,E38000262,E63999999,RLN1,6B2,52.371414,-0.772444,E37000057,,E23000022,12031,E54000059,Kettering and Wellingborough
SP102LT,SP10 2LT,SP10 2LT,198001,199405,0,436000,145100,8,E00117962,E10000014,E58001781,E07000093,E05012931,E40000005,E92000001,E12000008,E14001403,E30000159,E07000093,E65000001,E01023218,E02004819,E33038183,E38000266,E63012816,UN1,5A2,51.203979,-1.486077,E37000046,,E23000030,31728,E54000067,Andover
BL5 2BJ,BL5  2BJ,BL5 2BJ,198001,,0,364798,405295,1,E00024990,E11000001,E99999999,E08000001,E05014837,E40000014,E92000001,E12000002,E14001112,E30000239,E08000001,E65000001,E01004939,E02001014,E33004781,E38000016,E63008271,UN1,6B4,53.543124,-2.532687,E37000015,,E23000005,8892,E54000057,Manchester
SA625DR,SA62 5DR,SA62 5DR,198001,,0,199459,226450,1,W00003348,W99999999,W99999999,W06000009,W05001491,W99999999,W92000004,W99999999,W07000100,W22000009,W06000009,W31000001,W01000623,W02000129,W35001470,W11000025,W45999999,RSF1,1C3,51.900423,-4.916372,W99999999,W99999999,W15000004,1314,W99999999,Haverfordwest and Milford Haven
NE311QZ,NE31 1QZ,NE31 1QZ,198001,199501,1,430700,564700,8,E00182896,E11000007,E99999999,E08000023,E05001143,E40000012,E92000001,E12000001,E14001307,E30000245,E08000023,E65000001,E01008640,E02001777,E33001232,E38000163,E63007179,UN1,5B3,54.975978,-1.52192,E37000025,,E23000007,11594,E54000050,Newcastle
OX8 6SF,OX8  6SF,OX8 6SF,198001,200101,0,439139,213039,1,E00146685,E10000025,E58002079,E07000181,E05006644,E40000005,E92000001,E12000008,E14001090,E30000250,E07000181,E65000001,E01028799,E02005997,E33043978,E38000136,E63011462,RLF1,6B2,51.814624,-1.433625,E37000053,,E23000029,29206,E54000070,Oxford
CF142NU,CF14 2NU,CF14 2NU,199906,,0,315730,179480,1,W00009734,W99999999,W99999999,W06000015,W05001297,W99999999,W92000004,W99999999,W07000090,W22000024,W06000015,W31000001,W01001891,W02000386,W35002527,W11000029,W45001208,UN1,8C1,51.507944,-3.21564,W99999999,W99999999,W15000003,1322,W99999999,Cardiff
SY131YR,SY13 1YR,SY13 1YR,200302,200806,1,354207,341209,1,E00147147,E99999999,E99999999,E06000051,E05016081,E40000011,E92000001,E12000005,E14001398,E30000262,E06000051,E65000001,E01028895,E02006015,E33021770,E38000257,E63009097,RLF1,7A1,52.966289,-2.683253,E37000036,,E23000016,16180,E54000011,Shrewsbury
DE723NU,DE72 3NU,DE72 3NU,199208,,0,443982,333491,1,E00099440,E10000007,E58001866,E07000036,E05010609,E40000011,E92000001,E12000004,E14001228,E30000200,E07000036,E65000001,E01019654,E02004090,E33016043,E38000261,E63009205,RLN1,8C1,52.89709,-1.347641,E37000045,,E23000018,17400,E54000058,Derby
EH7 4ED,EH7  4ED,EH7 4ED,198001,,0,325527,675132,1,S00142182,S99999999,S99999999,S12000036,S13002930,S99999999,S92000003,S99999999,S14000079,S22000059,S30000008,S99999999,S01014891,S02002759,S34003646,S03000042,,1,2C2,55.963395,-3.194541,S99999999,S99999999,S23000009,5778,S99999999,Edinburgh
NW2 7YL,NW2  7YL,NW2 7YL,200404,200809,1,523943,186325,1,E00174902,E13000002,E99999999,E09000003,E05013631,E40000003,E92000001,E12000007,E14001238,E30000234,E09000003,E65000001,E01000142,E02000063,E33032477,E38000240,E63011868,UN1,3A2,51.562196,-0.213328,E37000051,,E23000001,17305,E54000071,London
CM169AZ,CM16 9AZ,CM16 9AZ,200705,200906,1,546120,202257,1,E00110528,E10000012,E58000430,E07000072,E05015727,E40000013,E92000001,E12000006,E14001226,E30000234,E07000072,E65000001,E01021757,E02004532,E33026700,E38000197,E63011674,UN1,5A3,51.700045,0.113034,E37000056,,E23000028,29787,E54000066,London
SW1P2PS,SW1P 2PS,SW1P 2PS,199002,199405,1,529500,178800,8,E00024005,E13000001,E99999999,E09000033,E05013807,E40000003,E92000001,E12000007,E14001172,E30000234,E09000033,E65000001,E01004744,E02000979,E33036779,E38000256,E63012036,UN1,2D3,51.493323,-0.135969,E37000051,,E23000001,10482,E54000071,London
PO381ST,PO38 1ST,PO38 1ST,198001,,0,456349,77518,1,E00087697,E99999999,E99999999,E06000046,E05013395,E40000005,E92000001,E12000008,E14001303,E30000070,E06000046,E65000001,E01017363,E02003598,E33041157,E38000266,E63013970,RLF1,5B3,50.594666,-1.205245,E37000055,,E23000030,3423,E54000067,Isle of Wight
SR5 3DR,SR5  3DR,SR5 3DR,198001,,0,435952,558308,1,E00044157,E11000007,E99999999,E08000024,E05001154,E40000012,E92000001,E12000001,E14001567,E30000275,E08000024,E65000001,E01008697,E02001798,E33001298,E38000176,E63007220,UN1,8A2,54.918192,-1.440671,E37000025,,E23000007,6017,E54000050,Sunderland
PO5 1TL,PO5  1TL,PO5 1TL,199912,200109,1,464343,100366,1,E00174470,E99999999,E99999999,E06000044,E05002443,E40000005,E92000001,E12000008,E14001432,E30000254,E06000044,E65000001,E01017032,E02006975,E33039731,E38000137,E63013748,UN1,2B2,50.799281,-1.088342,E37000055,,E23000030,3086,E54000067,Portsmouth
N11 9BQ,N11  9BQ,N11 9BQ,201008,201409,1,529036,192282,1,E00007621,E13000002,E99999999,E09000010,E05013686,E40000003,E92000001,E12000007,E14001503,E30000234,E09000010,E65000001,E01001529,E02000308,E33033607,E38000240,E63011803,UN1,3A2,51.614588,-0.137707,E37000051,,E23000001,6993,E54000071,London
SE145FW,SE14 5FW,SE14 5FW,201506,,0,535515,177248,1,E00182555,E13000001,E99999999,E09000023,E05013728,E40000003,E92000001,E12000007,E14001332,E30000234,E09000023,E65000001,E01003305,E02000655,E33035230,E38000244,E63012161,UN1,3B1,51.477967,-0.049972,E37000051,,E23000001,3393,E54000030,London
DN364GW,DN36 4GW,DN36 4GW,200709,,0,528863,405197,1,E00189294,E99999999,E99999999,E06000012,E05001718,E40000012,E92000001,E12000003,E14001128,E30000211,E06000012,E65000001,E01035480,E02002747,E33013148,E38000119,E63008281,UN1,6B2,53.527664,-0.057477,E37000060,,E23000012,28075,E54000051,Grimsby
GU124XH,GU12 4XH,GU12 4XH,198106,,0,487875,150685,1,E00117487,E10000014,E58000526,E07000092,E05008996,E40000005,E92000001,E12000008,E14001063,E30000212,E07000092,E65000001,E01032858,E02004810,E33038122,E38000266,E63012710,UN1,4A2,51.248575,-0.742317,E37000046,,E23000030,12610,E54000067,Guildford and Aldershot
