pcd7,pcd8,pcds,dointr,doterm,usrtypind,east1m,north1m,gridind,oa21cd,cty25cd,ced25cd,lad25cd,wd25cd,nhser24cd,ctry25cd,rgn25cd,pcon24cd,ttwa15cd,itl25cd,npark16cd,lsoa21cd,msoa21cd,wz11cd,sicbl26cd,bua24cd,ruc21ind,oac11ind,lat,long,lep21cd1,lep21cd2,pfa23cd,imd20ind,icb26cd,ttwa_name
ME195QA,ME19 5QA,ME19 5QA,198106,201203,1,568207,158803,1,E00186746,E10000016,E58000721,E07000115,E05015037,E40000005,E92000001,E12000008,E14001349,E30000242,E07000115,E65000001,E01035011,E02006833,E33045374,E38000237,E63012518,UN1,5B3,51.303495,0.411653,E37000056,,E23000032,22651,E54000032,Medway
SW1P9GG,SW1P 9GG,SW1P 9GG,200610,201902,1,529548,177433,1,E00183214,E13000001,E99999999,E09000032,E05014015,E40000003,E92000001,E12000007,E14001081,E30000234,E09000032,E65000001,E01035498,E02007083,E33030744,E38000245,E63012154,UN1,2D3,51.481027,-0.135779,E37000051,,E23000001,8087,E54000031,London
BH2 5WF,BH2  5WF,BH2 5WF,200206,200603,1,409725,92040,1,E00077297,E99999999,E99999999,E06000058,E05012661,E40000006,E92000001,E12000009,E14001115,E30000175,E06000058,E65000001,E01015288,E02003192,E33045897,E38000045,E63013847,UN1,3C1,50.727889,-1.863572,E37000009,,E23000039,3256,E54000041,Bournemouth
SO1 4FE,SO1  4FE,SO1 4FE,198203,199412,0,439151,114342,1,E00086911,E99999999,E99999999,E06000045,E05015498,E40000005,E92000001,E12000008,E14001500,E30000267,E06000045,E65000001,E01017207,E02003563,E33040987,E38000266,E63013524,UN1,7A3,50.927201,-1.444301,E37000055,,E23000030,1128,E54000067,Southampton
RH158PB,RH15 8PB,RH15 8PB,198001,,0,530432,119582,1,E00161722,E10000032,E58001612,E07000228,E05014715,E40000005,E92000001,E12000008,E14001366,E30000196,E07000228,E65000001,E01031716,E02006617,E33045238,E38000265,E63013415,UN1,7C1,50.960904,-0.144083,E37000044,,E23000033,11342,E54000069,Crawley
BR6 1JG,BR6  1JG,BR6 1JG,202103,202107,1,546193,166288,1,E00182578,E13000002,E99999999,E09000006,E05014003,E40000003,E92000001,E12000007,E14001417,E30000234,E09000006,E65000001,E01000790,E02000154,E33029223,E38000244,E63012282,UN1,4C3,51.37683,0.099164,E37000051,,E23000001,20322,E54000030,London
L5  7TT,L5   7TT,L5 7TT,198410,,0,334634,393172,1,E00165716,E11000002,E99999999,E08000012,E05015310,E40000014,E92000001,E12000002,E14001338,E30000233,E08000012,E65000001,E01006778,E02001360,E33006268,E38000101,E63008477,UN1,3A1,53.431279,-2.98529,E37000022,,E23000004,266,E54000008,Liverpool
HP201FB,HP20 1FB,HP20 1FB,199912,200007,1,483116,214036,6,E00169122,E99999999,E99999999,E06000060,E05015930,E40000005,E92000001,E12000008,E14001071,E30000218,E06000060,E65000001,E01017699,E02003665,E33041227,E38000223,E63011452,UN1,4A1,51.818787,-0.795547,E37000043,,E23000029,9731,E54000070,High Wycombe and Aylesbury
HX5 0HG,HX5  0HG,HX5 0HG,198001,,0,411041,420695,1,E00168665,E11000006,E99999999,E08000033,E05001373,E40000012,E92000001,E12000003,E14001147,E30000029,E08000033,E65000001,E01010890,E02002268,E33011851,E38000025,E63008069,UN1,5A3,53.682615,-1.834314,E37000062,,E23000010,11126,E54000054,Halifax
LS177EG,LS17 7EG,LS17 7EG,198001,,0,429825,439467,1,E00058254,E11000006,E99999999,E08000035,E05012842,E40000012,E92000001,E12000003,E14001321,E30000229,E08000035,E65000001,E01011559,E02002347,E33012202,E38000225,E63007883,UN1,4A1,53.850603,-1.548123,E37000062,,E23000010,2632,E54000054,Leeds
BT388GE,BT38 8GE,BT38 8GE,201806,,0,337657,384826,1,N20002836,N99999999,N99999999,N09000008,N08000823,N99999999,N92000002,N99999999,N05000005,N12000002,N09000008,N99999999,N21000636,N99999999,N19000691,ZC020,N99999999,,5B1,54.692664,-5.865859,N99999999,N99999999,N23000001,783,N99999999,Belfast
BS187PR,BS18 7PR,BS18 7PR,198001,199708,0,347538,164535,1,E00075052,E99999999,E99999999,E06000024,E05010309,E40000006,E92000001,E12000009,E14001399,E30000285,E06000024,E65000001,E01014854,E02003077,E33045670,E38000222,E63999999,RSN1,1A3,51.377428,-2.755153,E37000037,,E23000036,24535,E54000039,Weston-super-Mare
PR4 0QZ,PR4  0QZ,PR4 0QZ,202303,,0,350050,432722,1,E00181990,E10000017,E58000809,E07000123,E05012205,E40000014,E92000001,E12000002,E14001443,E30000255,E07000123,E65000001,E01034347,E02005254,E33008480,E38000227,E63007900,UN1,1A2,53.788422,-2.759642,E37000019,,E23000003,23162,E54000048,Preston
BT455LG,BT45 5LG,BT45 5LG,198412,,0,285379,392294,1,N20002886,N99999999,N99999999,N09000009,N08000937,N99999999,N92000002,N99999999,N05000010,N12000004,N09000009,N99999999,N21000649,N99999999,N19001403,ZC020,N99999999,,1B3,54.771296,-6.674123,N99999999,N99999999,N23000001,563,N99999999,Cookstown and Magherafelt
NG102AN,NG10 2AN,NG10 2AN,198001,,1,449432,333802,1,E00099570,E10000007,E58001896,E07000036,E05010616,E40000011,E92000001,E12000004,E14001228,E30000249,E07000036,E65000001,E01019682,E02004089,E33016039,E38000261,E63009209,UN1,8C1,52.899414,-1.266586,E37000045,,E23000018,4792,E54000058,Nottingham
SO4 1YS,SO4  1YS,SO4 1YS,198001,199412,0,444525,101412,1,E00116943,E10000014,E58000587,E07000091,E05014778,E40000005,E92000001,E12000008,E14001373,E30000267,E07000091,E65000001,E01023014,E02004792,E33042408,E38000266,E63013742,UF1,1B1,50.810546,-1.36941,E37000055,,E23000030,24255,E54000067,Southampton
DH1 2UA,DH1  2UA,DH1 2UA,198001,199512,1,429400,540500,8,E00171825,E99999999,E99999999,E06000047,E05016175,E40000012,E92000001,E12000001,E14001173,E30000203,E06000047,E65000001,E01020732,E02004318,E33001860,E38000234,E63999999,RSN1,6B2,54.758596,-1.544683,E37000025,,E23000008,29938,E54000050,Durham and Bishop Auckland
HD4 5ET,HD4  5ET,HD4 5ET,198001,,0,412529,415066,1,E00055830,E11000006,E99999999,E08000034,E05008560,E40000012,E92000001,E12000003,E14001297,E30000219,E08000034,E65000001,E01011084,E02002317,E33012060,E38000254,E63008114,UN1,4B2,53.631987,-1.81201,E37000062,,E23000010,2319,E54000054,Huddersfield
FK188NB,FK18 8NB,FK18 8NB,198001,,0,256302,717553,1,S00178648,S99999999,S99999999,S12000030,S13003115,S99999999,S92000003,S99999999,S14000105,S22000061,S30000011,S21000002,S01020492,S02003790,S34002894,S03000011,,6,1C1,56.328482,-4.32555,S99999999,S99999999,S23000009,3222,S99999999,Falkirk and Stirling
EX5 5AH,EX5  5AH,EX5 5AH,198001,,0,289053,99419,1,E00101611,E10000008,E58000269,E07000042,E05014817,E40000006,E92000001,E12000009,E14001155,E30000206,E07000042,E65000001,E01020068,E02004173,E33048994,E38000230,E63999999,RSN1,1C1,50.783687,-3.575196,E37000016,,E23000035,13279,E54000037,Exeter
BS991XF,BS99 1XF,BS99 1XF,199007,199706,1,360204,173429,8,E00174282,E99999999,E99999999,E06000023,E05010907,E40000006,E92000001,E12000009,E14001132,E30000180,E06000023,E65000001,E01033358,E02006887,E33047120,E38000222,E63012168,UN1,3B3,51.458428,-2.57418,E37000037,,E23000036,1501,E54000039,Bristol
HP6 9JE,HP6  9JE,HP6 9JE,201807,202107,1,496396,198336,1,E00089521,E99999999,E99999999,E06000060,E05015928,E40000005,E92000001,E12000008,E14001162,E30000218,E06000060,E65000001,E01017742,E02003681,E33037617,E38000223,E63011753,UN1,4C3,51.675536,-0.607287,E37000043,,E23000029,32439,E54000070,High Wycombe and Aylesbury
LE8 5TD,LE8  5TD,LE8 5TD,199405,,0,457788,295441,1,E00130006,E10000018,E58000845,E07000129,E05015264,E40000011,E92000001,E12000004,E14001488,E30000230,E07000129,E65000001,E01025616,E02005343,E33016254,E38000051,E63009893,RLN1,6B4,52.553771,-1.149112,E37000021,,E23000021,31524,E54000015,Leicester
HX6 2YX,HX6  2YX,HX6 2YX,199412,199707,1,409508,425333,8,E00055407,E11000006,E99999999,E08000033,E05001386,E40000012,E92000001,E12000003,E14001262,E30000029,E08000033,E65000001,E01034582,E02002251,E33009378,E38000025,E63007966,UN1,2C1,53.724331,-1.857384,E37000062,,E23000010,1974,E54000054,Halifax
BN435YP,BN43 5YP,BN43 5YP,200206,200603,1,521707,105218,1,E00184813,E10000032,E58001654,E07000223,E05007571,E40000005,E92000001,E12000008,E14001218,E30000292,E07000223,E65000001,E01031364,E02006538,E33039163,E38000265,E63013678,UN1,5A3,50.833701,-0.27304,E37000044,,E23000033,13057,E54000069,Worthing
SA200BB,SA20 0BB,SA20 0BB,198001,,0,276400,234279,1,W00003652,W99999999,W99999999,W06000010,W05001203,W99999999,W92000004,W99999999,W07000087,W22000028,W06000010,W31000001,W01000679,W02000143,W35001547,W11000025,W45000913,RLF1,1B1,51.993172,-3.801592,W99999999,W99999999,W15000004,1067,W99999999,Llanelli
M5  2JA,M5   2JA,M5 2JA,198001,200112,0,379727,398939,1,E00028981,E11000001,E99999999,E08000006,E05013036,E40000014,E92000001,E12000002,E14001459,E30000239,E08000006,E65000001,E01033982,E02001177,E33005477,E38000143,E63008377,UN1,8B1,53.486787,-2.306991,E37000015,,E23000005,5360,E54000057,Manchester
L15 4NA,L15  4NA,L15 4NA,198001,,0,338434,389701,1,E00034102,E11000002,E99999999,E08000012,E05015335,E40000014,E92000001,E12000002,E14001340,E30000233,E08000012,E65000001,E01006725,E02001381,E33006354,E38000101,E63008477,UN1,8D2,53.400542,-2.927425,E37000022,,E23000004,3938,E54000008,Liverpool
CF399TH,CF39 9TH,CF39 9TH,198001,,0,303058,191218,1,W00006460,W99999999,W99999999,W06000016,W05001101,W99999999,W92000004,W99999999,W07000107,W22000024,W06000016,W31000001,W01001231,W02000268,W35002057,W11000030,W45001147,UN1,8B1,51.61142,-3.401416,W99999999,W99999999,W15000003,415,W99999999,Cardiff
NP9 1DG,NP9  1DG,NP9 1DG,198001,199906,0,331110,188200,8,W00008732,W99999999,W99999999,W06000022,W05001645,W99999999,W92000004,W99999999,W07000104,K01000013,W06000022,W31000001,W01001685,W02000360,W35000605,W11000028,W45001174,UN1,4A2,51.588425,-2.995778,W99999999,W99999999,W15000002,339,W99999999,Newport
NN6 0XL,NN6  0XL,NN6 0XL,200701,200902,1,475320,261359,1,E00138127,E99999999,E99999999,E06000062,E05015995,E40000011,E92000001,E12000004,E14001406,E30000247,E06000062,E65000001,E01027153,E02005670,E33017338,E38000262,E63010463,UN1,3C1,52.245285,-0.898231,E37000057,,E23000022,2420,E54000059,Northampton
KY157UN,KY15 7UN,KY15 7UN,199512,,1,329103,712394,1,S00153848,S99999999,S99999999,S12000047,S13002960,S99999999,S92000003,S99999999,S14000100,S22000057,S30000042,S99999999,S01016793,S02003119,S34001379,S03000007,,5,1A2,56.298648,-3.147196,S99999999,S99999999,S23000009,4252,S99999999,Dunfermline and Kirkcaldy
BS995ZN,BS99 5ZN,BS99 5ZN,200803,200903,1,360204,173429,1,E00174282,E99999999,E99999999,E06000023,E05010907,E40000006,E92000001,E12000009,E14001132,E30000180,E06000023,E65000001,E01033358,E02006887,E33047120,E38000222,E63012168,UN1,3B3,51.458428,-2.57418,E37000037,,E23000036,1501,E54000039,Bristol
TS4 2NA,TS4  2NA,TS4 2NA,198001,,0,450359,518822,1,E00060663,E99999999,E99999999,E06000002,E05009863,E40000012,E92000001,E12000001,E14001367,E30000093,E06000002,E65000001,E01012026,E02002501,E33001486,E38000247,E63007408,UN1,8D2,54.562145,-1.222755,E37000034,,E23000013,8503,E54000050,Middlesbrough and Stockton
BA100HH,BA10 0HH,BA10 0HH,198001,,0,368754,135153,1,E00148523,E99999999,E99999999,E06000066,E05014389,E40000006,E92000001,E12000009,E14001247,E30000293,E06000066,E65000001,E01029157,E02006075,E33050248,E38000150,E63013083,RLF1,1A4,51.114803,-2.447761,E37000016,,E23000036,18860,E54000038,Yeovil
BN125YZ,BN12 5YZ,BN12 5YZ,200303,200707,1,511190,102828,1,E00162171,E10000032,E58001625,E07000229,E05007699,E40000005,E92000001,E12000008,E14001599,E30000292,E07000229,E65000001,E01031803,E02006633,E33045325,E38000265,E63013691,UN1,6A4,50.81433,-0.423051,E37000044,,E23000033,30213,E54000069,Worthing
EX141HN,EX14 1HN,EX14 1HN,199912,,0,317021,100814,1,E00100886,E10000008,E58000278,E07000040,E05011798,E40000006,E92000001,E12000009,E14001291,E30000206,E07000040,E65000001,E01019934,E02004130,E33048776,E38000230,E63013757,UN1,1C3,50.800912,-3.178877,E37000016,,E23000035,22304,E54000037,Exeter
DE3 0TG,DE3  0TG,DE3 0TG,200206,,0,430506,334305,1,E00068447,E99999999,E99999999,E06000015,E05015520,E40000011,E92000001,E12000004,E14001193,E30000200,E06000015,E65000001,E01013563,E02002814,E33015362,E38000261,E63009183,UN1,6B3,52.905337,-1.54788,E37000045,,E23000018,28955,E54000058,Derby
ME124NX,ME12 4NX,ME12 4NX,198001,,0,601996,171588,1,E00124760,E10000016,E58000734,E07000113,E05009562,E40000005,E92000001,E12000008,E14001474,E30000242,E07000113,E65000001,E01024581,E02005120,E33043309,E38000237,E63012201,RLF1,8A1,51.407335,0.903015,E37000056,,E23000032,3175,E54000032,Medway
KT2 7ZQ,KT2  7ZQ,KT2 7ZQ,200006,200402,1,518841,168688,1,E00014977,E13000002,E99999999,E09000021,E05013941,E40000003,E92000001,E12000007,E14001312,E30000266,E09000021,E65000001,E01002971,E02000602,E33034980,E38000245,E63012249,UN1,4C3,51.404778,-0.292827,E37000051,,E23000001,21686,E54000031,Slough and Heathrow
ME124WE,ME12 4WE,ME12 4WE,200307,201008,1,592212,174925,1,E00124899,E10000016,E58000734,E07000113,E05009560,E40000005,E92000001,E12000008,E14001474,E30000242,E07000113,E65000001,E01024609,E02005115,E33043294,E38000237,E63012153,UN1,7A1,51.440702,0.764326,E37000056,,E23000032,48,E54000032,Medway
ML1 2QW,ML1  2QW,ML1 2QW,198505,,0,275451,655366,1,S00170385,S99999999,S99999999,S12000050,S13003060,S99999999,S92000003,S99999999,S14000099,S22000071,S30000053,S99999999,S01018624,S02003453,S34004708,S03000029,,1,8C1,55.775528,-3.987162,S99999999,S99999999,S23000009,6123,S99999999,Motherwell and Airdrie
BT784BE,BT78 4BE,BT78 4BE,199412,,0,239973,385472,1,N20002011,N99999999,N99999999,N09000005,N08000528,N99999999,N92000002,N99999999,N05000018,N12000010,N09000005,N99999999,N21000458,N99999999,N19001732,ZC050,N99999999,,8A2,54.71568,-7.38051,N99999999,N99999999,N23000001,201,N99999999,Omagh and Strabane
AB428JH,AB42 8JH,AB42 8JH,199008,199606,0,402686,854160,1,S00137605,S99999999,S99999999,S12000034,S13002851,S99999999,S92000003,S99999999,S14000062,S22000075,S30000027,S99999999,S01014112,S02002621,S34003240,S03000013,,5,1A1,57.577476,-1.956751,S99999999,S99999999,S23000009,4140,S99999999,Peterhead
L32 9RE,L32  9RE,L32 9RE,198001,,0,341869,397902,1,E00032620,E11000002,E99999999,E08000011,E05010938,E40000014,E92000001,E12000002,E14001317,E30000233,E08000011,E65000001,E01006434,E02001331,E33006177,E38000091,E63008390,UN1,7A3,53.474638,-2.877286,E37000022,,E23000004,694,E54000008,Liverpool
CF312LR,CF31 2LR,CF31 2LR,200503,,0,292270,179781,1,W00009956,W99999999,W99999999,W06000013,W05001231,W99999999,W92000004,W99999999,W07000086,W22000003,W06000013,W31000001,W01000979,W02000232,W35001903,W11000030,W45001212,UF1,5A2,51.506659,-3.553651,W99999999,W99999999,W15000003,1332,W99999999,Bridgend
CH481NE,CH48 1NE,CH48 1NE,199906,,0,323913,385619,1,E00036938,E11000002,E99999999,E08000015,E05000975,E40000014,E92000001,E12000002,E14001589,E30000168,E08000015,E65000001,E01007283,E02001494,E33006848,E38000208,E63008536,UN1,6A4,53.361962,-3.144794,E37000022,,E23000004,24574,E54000008,Birkenhead
BA202PR,BA20 2PR,BA20 2PR,198001,,0,353986,114781,1,E00148979,E99999999,E99999999,E06000066,E05014392,E40000006,E92000001,E12000009,E14001603,E30000293,E06000066,E65000001,E01029244,E02006092,E33050329,E38000150,E63013483,UF1,6B3,50.930626,-2.656135,E37000016,,E23000036,32046,E54000038,Yeovil
HA5 3GW,HA5  3GW,HA5 3GW,199712,200110,1,511953,189702,1,E00010943,E13000002,E99999999,E09000015,E05013555,E40000003,E92000001,E12000007,E14001454,E30000266,E09000015,E65000001,E01002189,E02000448,E33029888,E38000256,E63011900,UN1,3D1,51.595053,-0.385149,E37000051,,E23000001,29842,E54000071,Slough and Heathrow
CH259AW,CH25 9AW,CH25 9AW,200601,200902,1,332811,389382,1,E00036119,E11000002,E99999999,E08000015,E05000956,E40000014,E92000001,E12000002,E14001091,E30000168,E08000015,E65000001,E01034838,E02001482,E33003176,E38000208,E63008503,UN1,7B3,53.396989,-3.011914,E37000022,,E23000004,200,E54000008,Birkenhead
CB2 5QB,CB2  5QB,CB2 5QB,198001,200609,0,542730,251397,1,E00092071,E10000003,E58001774,E07000012,E05011296,E40000013,E92000001,E12000006,E14001481,E30000186,E07000012,E65000001,E01018253,E02003788,E33026158,E38000260,E63010698,RSN1,6A1,52.142443,0.084371,E37000059,,E23000023,32777,E54000065,Cambridge
DT5 1GG,DT5  1GG,DT5 1GG,202309,202511,0,369239,74351,1,E00171474,E99999999,E99999999,E06000059,E05012709,E40000006,E92000001,E12000009,E14001485,E30000046,E06000059,E65000001,E01033200,E02004288,E33049639,E38000045,E63013988,RSF1,4A2,50.568079,-2.435704,E37000009,,E23000039,6203,E54000041,Dorchester and Weymouth
SO5 4FJ,SO5  4FJ,SO5 4FJ,198001,199412,0,445676,119162,1,E00115244,E10000014,E58000550,E07000086,E05011191,E40000005,E92000001,E12000008,E14001220,E30000267,E07000086,E65000001,E01022666,E02004718,E33037925,E38000266,E63013413,UN1,4A2,50.970063,-1.35086,E37000055,,E23000030,16120,E54000067,Southampton
CF3 0HT,CF3  0HT,CF3 0HT,199002,,0,323937,180884,1,W00009700,W99999999,W99999999,W06000015,W05001296,W99999999,W92000004,W99999999,W07000089,W22000024,W06000015,W31000001,W01001879,W02000379,W35002508,W11000029,W45001208,UN1,7A3,51.521732,-3.097713,W99999999,W99999999,W15000003,180,W99999999,Cardiff
EC1A1YZ,EC1A 1YZ,EC1A 1YZ,200210,,1,531073,182317,1,E00013578,E13000001,E99999999,E09000019,E05013702,E40000003,E92000001,E12000007,E14001306,E30000234,E09000019,E65000001,E01002726,E02000575,E33030209,E38000240,E63011980,UN1,3D3,51.524567,-0.112017,E37000051,,E23000001,11070,E54000071,London
SE218AX,SE21 8AX,SE21 8AX,198001,,0,532920,171942,1,E00015480,E13000001,E99999999,E09000022,E05014103,E40000003,E92000001,E12000007,E14001205,E30000234,E09000022,E65000001,E01003067,E02000650,E33035213,E38000244,E63012131,UN1,4A3,51.430899,-0.089309,E37000051,,E23000001,13955,E54000030,London
SO197AF,SO19 7AF,SO19 7AF,199412,,0,444384,111939,1,E00086961,E99999999,E99999999,E06000045,E05015499,E40000005,E92000001,E12000008,E14001499,E30000267,E06000045,E65000001,E01017217,E02003572,E33041025,E38000266,E63013524,UN1,6A4,50.905215,-1.370138,E37000055,,E23000030,10366,E54000067,Southampton
AB3 3HJ,AB3  3HJ,AB3 3HJ,197308,199008,0,377640,799340,8,S00138886,S99999999,S99999999,S12000034,S13002863,S99999999,S92000003,S99999999,S14000111,S22000047,S30000027,S99999999,S01013874,S02002580,S34003214,S03000013,,5,1A1,57.084502,-2.370544,S99999999,S99999999,S23000009,5848,S99999999,Aberdeen
RH2 8JR,RH2  8JR,RH2 8JR,198001,,0,525359,148594,1,E00156221,E10000030,E58001477,E07000211,E05012885,E40000005,E92000001,E12000008,E14001442,E30000196,E07000211,E65000001,E01030630,E02006387,E33044396,E38000267,E63012700,UN1,8D2,51.222783,-0.206221,E37000044,,E23000031,22576,E54000069,Crawley
CV7 9WY,CV7  9WY,CV7 9WY,200701,200701,1,433374,279470,1,E00185090,E11000005,E99999999,E08000026,E05001228,E40000011,E92000001,E12000005,E14001182,E30000195,E08000026,E65000001,E01034743,E02001988,E33018356,E38000251,E63010120,UN1,2B2,52.412235,-1.510767,E37000006,,E23000014,13010,E54000018,Coventry
AL3 8XZ,AL3  8XZ,AL3 8XZ,200302,200408,1,517328,206823,5,E00120196,E10000015,E58000664,E07000240,E05013949,E40000013,E92000001,E12000006,E14001507,E30000237,E07000240,E65000001,E01023667,E02004936,E33027453,E38000079,E63011552,UN1,5A2,51.747834,-0.301841,E37000048,,E23000027,30628,E54000065,Luton
OL1 4RQ,OL1  4RQ,OL1 4RQ,198001,,0,395235,407856,1,E00168624,E11000001,E99999999,E08000004,E05014662,E40000014,E92000001,E12000002,E14001415,E30000239,E08000004,E65000001,E01032558,E02001104,E33005164,E38000135,E63008292,UN1,7A3,53.567308,-2.073417,E37000015,,E23000005,1801,E54000057,Manchester
B18 7JA,B18  7JA,B18 7JA,198001,,0,405131,288152,1,E00047392,E11000005,E99999999,E08000025,E05011168,E40000011,E92000001,E12000005,E14001096,E30000169,E08000025,E65000001,E01009348,E02001873,E33020164,E38000258,E63010038,UN1,4A1,52.491272,-1.925855,E37000012,,E23000014,4437,E54000055,Birmingham
W1P 1HL,W1P  1HL,W1P 1HL,198001,200007,0,529497,181681,1,E00004199,E13000001,E99999999,E09000007,E05013653,E40000003,E92000001,E12000007,E14001290,E30000234,E09000007,E65000001,E01000850,E02000191,E33029296,E38000240,E63011985,UN1,2B2,51.519214,-0.134955,E37000051,,E23000001,19686,E54000071,London
CF7 8YR,CF7  8YR,CF7 8YR,198001,199507,1,305395,181478,1,W00006435,W99999999,W99999999,W06000016,W05001098,W99999999,W92000004,W99999999,W07000092,W22000024,W06000016,W31000001,W01001224,W02000282,W35002121,W11000030,W45001204,UN1,6A2,51.524266,-3.365052,W99999999,W99999999,W15000003,1904,W99999999,Cardiff
AB9 2AS,AB9  2AS,AB9 2AS,197308,199207,1,394010,805590,8,S00136580,S99999999,S99999999,S12000033,S13002846,S99999999,S92000003,S99999999,S14000061,S22000047,S30000026,S99999999,S01013566,S02002530,S34002969,S03000012,,1,2B1,57.141152,-2.100619,S99999999,S99999999,S23000009,1562,S99999999,Aberdeen
OL127ZY,OL12 7ZY,OL12 7ZY,200401,200806,1,389558,413347,1,E00027777,E11000001,E99999999,E08000005,E05014042,E40000014,E92000001,E12000002,E14001446,E30000239,E08000005,E65000001,E01005484,E02001141,E33002573,E38000080,E63008177,UN1,3A1,53.616579,-2.15932,E37000015,,E23000005,437,E54000057,Manchester
NR318RE,NR31 8RE,NR31 8RE,198001,,0,651537,304293,1,E00135184,E10000020,E58001002,E07000145,E05005789,E40000013,E92000001,E12000006,E14001256,E30000210,E07000145,E65000001,E01026603,E02005546,E33027892,E38000239,E63009745,UF1,7C2,52.578245,1.711195,E37000052,,E23000024,976,E54000068,Great Yarmouth
CB5 8JP,CB5  8JP,CB5 8JP,200508,,0,546098,259040,1,E00187732,E10000003,E58000078,E07000008,E05013057,E40000013,E92000001,E12000006,E14001149,E30000186,E07000008,E65000001,E01017983,E02003725,E33023599,E38000260,E63010556,UN1,2A3,52.210231,0.13684,E37000059,,E23000023,26070,E54000065,Cambridge
SW164EU,SW16 4EU,SW16 4EU,198001,,0,530560,169898,1,E00005428,E13000002,E99999999,E09000008,E05011473,E40000003,E92000001,E12000007,E14001527,E30000234,E09000008,E65000001,E01001085,E02000197,E33033100,E38000245,E63012338,UN1,3A2,51.413078,-0.12399,E37000051,,E23000001,15555,E54000031,London
WF1 4EP,WF1  4EP,WF1 4EP,198001,,0,433755,420476,1,E00060082,E11000006,E99999999,E08000036,E05001459,E40000012,E92000001,E12000003,E14001560,E30000283,E08000036,E65000001,E01034264,E02002454,E33012616,E38000190,E63008062,UN1,4B1,53.679679,-1.490453,E37000062,,E23000010,1714,E54000054,Wakefield and Castleford
CH7 5EA,CH7  5EA,CH7 5EA,199906,,0,320214,364517,1,W00001598,W99999999,W99999999,W06000005,W05001591,W99999999,W92000004,W99999999,W07000094,K01000011,W06000005,W31000001,W01000299,W02000076,W35001220,W11000023,W45000730,RSF1,6A3,53.171776,-3.195064,W99999999,W99999999,W15000001,1619,W99999999,Chester
LN5 7YA,LN5  7YA,LN5 7YA,198001,,0,496942,370248,1,E00132686,E10000019,E58000931,E07000138,E05010786,E40000011,E92000001,E12000004,E14001336,E30000231,E07000138,E65000001,E01034692,E02005449,E33016785,E38000238,E63008729,UN1,4A2,53.220471,-0.549535,E37000060,,E23000020,16339,E54000013,Lincoln
E98 1BN,E98  1BN,E98 1BN,200003,200009,1,534427,180564,8,E00183738,E13000001,E99999999,E09000030,E05009330,E40000003,E92000001,E12000007,E14001430,E30000234,E09000030,E65000001,E01035696,E02000889,E33030655,E38000255,E63012023,UN1,2B2,51.508026,-0.064367,E37000051,,E23000001,15535,E54000029,London
SK222WZ,SK22 2WZ,SK22 2WZ,200205,201106,1,403687,387028,1,E00099846,E10000007,E58001899,E07000037,E05010635,E40000011,E92000001,E12000004,E14001287,E30000239,E07000037,E65000001,E01019734,E02004098,E33016085,E38000261,E63008514,RLF1,7D1,53.380107,-1.946037,E37000045,,E23000018,26314,E54000058,Manchester
CA7 3SY,CA7  3SY,CA7 3SY,200006,,0,316574,543410,1,E00096429,E99999999,E99999999,E06000063,E05014171,E40000012,E92000001,E12000002,E14001424,E30000290,E06000063,E65000001,E01019081,E02003967,E33007757,E38000215,E63999999,RSN1,8C2,54.778645,-3.298565,E37000007,,E23000002,6953,E54000050,Workington
CB5 9LY,CB5  9LY,CB5 9LY,198001,200609,0,550166,266239,1,E00092304,E10000003,E58000102,E07000012,E05011301,E40000013,E92000001,E12000006,E14001224,E30000186,E07000012,E65000001,E01018298,E02003778,E33026112,E38000260,E63010385,RLN1,4A2,52.273813,0.199527,E37000059,,E23000023,25009,E54000065,Cambridge
HR2 0SB,HR2  0SB,HR2 0SB,198001,,0,334406,239122,1,E00070774,E99999999,E99999999,E06000019,E05009454,E40000011,E92000001,E12000005,E14001281,E30000216,E06000019,E65000001,E01014019,E02002924,E33021457,E38000236,E63999999,RSF1,1A3,52.0466,-2.95787,E37000036,,E23000016,13744,E54000019,Hereford
CM1 5EB,CM1  5EB,CM1 5EB,198001,199507,0,571012,209339,1,E00109422,E10000012,E58000415,E07000070,E05004098,E40000013,E92000001,E12000006,E14001402,E30000188,E07000070,E65000001,E01021543,E02004486,E33026466,E38000106,E63011563,UN1,5A2,51.756638,0.476369,E37000056,,E23000028,30243,E54000066,Chelmsford
DG9 0YF,DG9  0YF,DG9 0YF,200101,200101,0,197256,565920,5,S00146759,S99999999,S99999999,S12000006,S13002880,S99999999,S92000003,S99999999,S14000073,S22000079,S30000016,S99999999,S01015163,S02002808,S34000855,S03000005,,6,1A3,54.946617,-5.167189,S99999999,S99999999,S23000009,3361,S99999999,Stranraer
WA158HA,WA15 8HA,WA15 8HA,198001,,0,377307,388410,1,E00031411,E11000001,E99999999,E08000009,E05015239,E40000014,E92000001,E12000002,E14001065,E30000239,E08000009,E65000001,E01006193,E02001282,E33005955,E38000187,E63008496,UN1,5A1,53.392049,-2.342698,E37000015,,E23000005,30280,E54000057,Manchester
BH148PE,BH14 8PE,BH14 8PE,198001,,0,404219,91647,1,E00078170,E99999999,E99999999,E06000058,E05012673,E40000006,E92000001,E12000009,E14001429,E30000110,E06000058,E65000001,E01015463,E02003206,E33048223,E38000045,E63013860,UN1,5B1,50.72442,-1.941585,E37000009,,E23000039,28400,E54000041,Poole
